x,y,z
0,0,1.51928e-15
1,0.951057,0.951057
2,0.587785,0.587785
3,-0.587785,-0.587785
4,-0.951057,-0.951057
5,-2.44929e-16,-2.10885e-15
6,0.951057,0.951057
7,0.587785,0.587785
8,-0.587785,-0.587785
9,-0.951057,-0.951057
10,-4.89859e-16,-3.30473e-15
11,0.951057,0.951057
12,0.587785,0.587785
13,-0.587785,-0.587785
14,-0.951057,-0.951057
15,-4.2875e-15,-5.8351e-15
16,0.951057,0.951057
17,0.587785,0.587785
18,-0.587785,-0.587785
19,-0.951057,-0.951057
20,-9.79717e-16,-2.0931e-15
21,0.951057,0.951057
22,0.587785,0.587785
23,-0.587785,-0.587785
24,-0.951057,-0.951057
25,-1.22465e-15,-7.34572e-15
26,0.951057,0.951057
27,0.587785,0.587785
28,-0.587785,-0.587785
29,-0.951057,-0.951057
30,-8.575e-15,-8.26696e-15
31,0.951057,0.951057
32,0.587785,0.587785
33,-0.587785,-0.587785
34,-0.951057,-0.951057
35,-1.71451e-15,-5.12987e-15
36,0.951057,0.951057
37,0.587785,0.587785
38,-0.587785,-0.587785
39,-0.951057,-0.951057
40,-1.95943e-15,-5.50324e-15
41,0.951057,0.951057
42,0.587785,0.587785
43,-0.587785,-0.587785
44,-0.951057,-0.951057
45,-2.20436e-15,-3.59324e-15
46,0.951057,0.951057
47,0.587785,0.587785
48,-0.587785,-0.587785
49,-0.951057,-0.951057
50,-2.44929e-15,-9.17691e-15
51,0.951057,0.951057
52,0.587785,0.587785
53,-0.587785,-0.587785
54,-0.951057,-0.951057
55,-9.79965e-15,-2.63422e-14
56,0.951057,0.951057
57,0.587785,0.587785
58,-0.587785,-0.587785
59,-0.951057,-0.951057
60,-1.715e-14,-3.32433e-14
61,0.951057,0.951057
62,0.587785,0.587785
63,-0.587785,-0.587785
64,-0.951057,-0.951057
65,3.92135e-15,-3.45177e-15
66,0.951057,0.951057
67,0.587785,0.587785
68,-0.587785,-0.587785
69,-0.951057,-0.951057
70,-3.42901e-15,-1.09704e-14
71,0.951057,0.951057
72,0.587785,0.587785
73,-0.587785,-0.587785
74,-0.951057,-0.951057
75,-1.07794e-14,-2.35263e-14
76,0.951057,0.951057
77,0.587785,0.587785
78,-0.587785,-0.587785
79,-0.951057,-0.951057
80,-3.91887e-15,-1.19668e-14
81,0.951057,0.951057
82,0.587785,0.587785
83,-0.587785,-0.587785
84,-0.951057,-0.951057
85,2.94163e-15,-8.17243e-15
86,0.951057,0.951057
87,0.587785,0.587785
88,-0.587785,-0.587785
89,-0.951057,-0.951057
90,-4.40873e-15,-6.92757e-15
91,0.951057,0.951057
92,0.587785,0.587785
93,-0.587785,-0.587785
94,-0.951057,-0.951057
95,-1.17591e-14,-2.62622e-14
96,0.951057,0.951057
97,0.587785,0.587785
98,-0.587785,-0.587785
99,-0.951057,-0.951057
