x,y,z
0,0,-2.00593e-16
1,0.951057,0.951057
2,0.587785,0.587785
3,-0.587785,-0.587785
4,-0.951057,-0.951057
5,-1.46958e-15,-1.70426e-15
6,0.951057,0.951057
7,0.587785,0.587785
8,-0.587785,-0.587785
9,-0.951057,-0.951057
10,-2.93915e-15,-7.09074e-15
11,0.951057,0.951057
12,0.587785,0.587785
13,-0.587785,-0.587785
14,-0.951057,-0.951057
15,-1.86196e-14,-1.87171e-14
16,0.951057,0.951057
17,0.587785,0.587785
18,-0.587785,-0.587785
19,-0.951057,-0.951057
20,-5.8783e-15,-8.35421e-15
21,0.951057,0.951057
22,0.587785,0.587785
23,-0.587785,-0.587785
24,-0.951057,-0.951057
25,-2.15587e-14,-2.6008e-14
26,0.951057,0.951057
27,0.587785,0.587785
28,-0.587785,-0.587785
29,-0.951057,-0.951057
30,-3.72392e-14,-3.82449e-14
31,0.951057,0.951057
32,0.587785,0.587785
33,-0.587785,-0.587785
34,-0.951057,-0.951057
35,3.92382e-15,2.20046e-15
36,0.951057,0.951057
37,0.587785,0.587785
38,-0.587785,-0.587785
39,-0.951057,-0.951057
40,-1.17566e-14,-1.66446e-14
41,0.951057,0.951057
42,0.587785,0.587785
43,-0.587785,-0.587785
44,-0.951057,-0.951057
45,-2.7437e-14,-2.73061e-14
46,0.951057,0.951057
47,0.587785,0.587785
48,-0.587785,-0.587785
49,-0.951057,-0.951057
50,-4.31175e-14,-5.13861e-14
51,0.951057,0.951057
52,0.587785,0.587785
53,-0.587785,-0.587785
54,-0.951057,-0.951057
55,-1.95448e-15,-1.71011e-14
56,0.951057,0.951057
57,0.587785,0.587785
58,-0.587785,-0.587785
59,-0.951057,-0.951057
60,-7.44783e-14,-9.21532e-14
61,0.951057,0.951057
62,0.587785,0.587785
63,-0.587785,-0.587785
64,-0.951057,-0.951057
65,-3.33153e-14,-3.92593e-14
66,0.951057,0.951057
67,0.587785,0.587785
68,-0.587785,-0.587785
69,-0.951057,-0.951057
70,7.84764e-15,-1.01893e-15
71,0.951057,0.951057
72,0.587785,0.587785
73,-0.587785,-0.587785
74,-0.951057,-0.951057
75,-7.83279e-15,-1.91195e-14
76,0.951057,0.951057
77,0.587785,0.587785
78,-0.587785,-0.587785
79,-0.951057,-0.951057
80,-2.35132e-14,-3.30887e-14
81,0.951057,0.951057
82,0.587785,0.587785
83,-0.587785,-0.587785
84,-0.951057,-0.951057
85,-3.91936e-14,-4.89496e-14
86,0.951057,0.951057
87,0.587785,0.587785
88,-0.587785,-0.587785
89,-0.951057,-0.951057
90,-5.48741e-14,-5.89782e-14
91,0.951057,0.951057
92,0.587785,0.587785
93,-0.587785,-0.587785
94,-0.951057,-0.951057
95,-7.05545e-14,-8.35578e-14
96,0.951057,0.951057
97,0.587785,0.587785
98,-0.587785,-0.587785
99,-0.951057,-0.951057
